"iso3c","indicator_date","input_var","nada_dates"
"GEO",2014,"2002, 2014",NA
"GHA",2000,"2000, 2010, 2021",NA
"GHA",2010,"2000, 2010, 2021","2010"
"GHA",2021,"2000, 2010, 2021",NA
"GIN",1996,"1996, 2014",NA
"GIN",2014,"1996, 2014",NA
"GMB",2003,"2003, 2013, 2024",NA
"GMB",2013,"2003, 2013, 2024",NA
"GMB",2024,"2003, 2013, 2024",NA
"GNB",2009,"2009","2009"
"GNQ",2002,"2002, 2015",NA
"GNQ",2015,"2002, 2015",NA
"GRC",2001,"2001, 2011, 2021",NA
"GRC",2011,"2001, 2011, 2021",NA
"GRC",2021,"2001, 2011, 2021",NA
"GRD",2001,"2001, 2011, 2021",NA
"GRD",2011,"2001, 2011, 2021",NA
"GRD",2021,"2001, 2011, 2021",NA
"GTM",2002,"2002, 2018",NA
"GTM",2018,"2002, 2018",NA
"GUY",2002,"2002, 2012, 2022",NA
"GUY",2012,"2002, 2012, 2022",NA
"GUY",2022,"2002, 2012, 2022",NA
"HND",2001,"2001, 2013",NA
"HND",2013,"2001, 2013",NA
"HRV",2001,"2001, 2011, 2021",NA
"HRV",2011,"2001, 2011, 2021",NA
"HRV",2021,"2001, 2011, 2021",NA
"HTI",2003,"2003",NA
"HUN",2001,"2001, 2011, 2022",NA
"HUN",2011,"2001, 2011, 2022",NA
"HUN",2022,"2001, 2011, 2022",NA
"IDN",2000,"2000, 2010, 2020",NA
"IDN",2010,"2000, 2010, 2020",NA
"IDN",2020,"2000, 2010, 2020",NA
"IND",2001,"2001, 2011",NA
"IND",2011,"2001, 2011",NA
"IRL",1996,"1996, 2002, 2006, 2011, 2016, 2022",NA
"IRL",2002,"1996, 2002, 2006, 2011, 2016, 2022",NA
"IRL",2006,"1996, 2002, 2006, 2011, 2016, 2022",NA
"IRL",2011,"1996, 2002, 2006, 2011, 2016, 2022",NA
"IRL",2016,"1996, 2002, 2006, 2011, 2016, 2022",NA
"IRL",2022,"1996, 2002, 2006, 2011, 2016, 2022",NA
"IRN",1996,"1996, 2006, 2011, 2016",NA
"IRN",2006,"1996, 2006, 2011, 2016",NA
"IRN",2011,"1996, 2006, 2011, 2016",NA
"IRN",2016,"1996, 2006, 2011, 2016",NA
"IRQ",1997,"1997",NA
"ISL",2011,"2011, 2021",NA
"ISL",2021,"2011, 2021",NA
"ISR",2009,"2009, 2022",NA
"ISR",2022,"2009, 2022",NA
"ITA",2001,"2001, 2012, 2021",NA
"ITA",2012,"2001, 2012, 2021",NA
"ITA",2021,"2001, 2012, 2021",NA
"JAM",2001,"2001, 2011, 2022",NA
"JAM",2011,"2001, 2011, 2022",NA
"JAM",2022,"2001, 2011, 2022",NA
"JOR",2004,"2004, 2015",NA
"JOR",2015,"2004, 2015",NA
"JPN",2000,"2000, 2005, 2010, 2015, 2020",NA
"JPN",2005,"2000, 2005, 2010, 2015, 2020",NA
"JPN",2010,"2000, 2005, 2010, 2015, 2020",NA
"JPN",2015,"2000, 2005, 2010, 2015, 2020",NA
"JPN",2020,"2000, 2005, 2010, 2015, 2020",NA
"KAZ",1999,"1999, 2009, 2021",NA
"KAZ",2009,"1999, 2009, 2021",NA
"KAZ",2021,"1999, 2009, 2021",NA
"KEN",1999,"1999, 2009, 2019",NA
"KEN",2009,"1999, 2009, 2019",NA
"KEN",2019,"1999, 2009, 2019",NA
"KGZ",1999,"1999, 2009, 2022",NA
"KGZ",2009,"1999, 2009, 2022",NA
"KGZ",2022,"1999, 2009, 2022",NA
"KHM",1998,"1998, 2008, 2019",NA
"KHM",2008,"1998, 2008, 2019",NA
"KHM",2019,"1998, 2008, 2019",NA
"KIR",2000,"2000, 2005, 2010, 2015, 2020",NA
"KIR",2005,"2000, 2005, 2010, 2015, 2020",NA
"KIR",2010,"2000, 2005, 2010, 2015, 2020",NA
"KIR",2015,"2000, 2005, 2010, 2015, 2020",NA
"KIR",2020,"2000, 2005, 2010, 2015, 2020",NA
"KNA",2001,"2001, 2011, 2022",NA
"KNA",2011,"2001, 2011, 2022",NA
"KNA",2022,"2001, 2011, 2022",NA
"KOR",2000,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2005,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2010,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2015,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2020,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2021,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2022,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2023,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KOR",2024,"2000, 2005, 2010, 2015, 2020, 2021, 2022, 2023, 2024",NA
"KWT",2005,"2005, 2011, 2021",NA
"KWT",2011,"2005, 2011, 2021",NA
"KWT",2021,"2005, 2011, 2021",NA
"LAO",2005,"2005, 2015",NA
"LAO",2015,"2005, 2015",NA
"LBN",-99,NA,NA
"LBR",2008,"2008, 2022",NA
"LBR",2022,"2008, 2022",NA
"LBY",2006,"2006",NA
"LCA",2001,"2001, 2010, 2022",NA
"LCA",2010,"2001, 2010, 2022","2010"
"LCA",2022,"2001, 2010, 2022",NA
"LKA",2001,"2001, 2012, 2024",NA
"LKA",2012,"2001, 2012, 2024",NA
"LKA",2024,"2001, 2012, 2024",NA
"LSO",1996,"1996, 2006, 2016",NA
"LSO",2006,"1996, 2006, 2016",NA
"LSO",2016,"1996, 2006, 2016",NA
"LTU",2001,"2001, 2011, 2021",NA
"LTU",2011,"2001, 2011, 2021",NA
"LTU",2021,"2001, 2011, 2021",NA
"LUX",2001,"2001, 2011, 2021",NA
"LUX",2011,"2001, 2011, 2021",NA
"LUX",2021,"2001, 2011, 2021",NA
"LVA",2000,"2000, 2011, 2021",NA
"LVA",2011,"2000, 2011, 2021",NA
"LVA",2021,"2000, 2011, 2021",NA
"MAR",2004,"2004, 2014",NA
"MAR",2014,"2004, 2014",NA
"MDA",2004,"2004, 2014",NA
"MDA",2014,"2004, 2014",NA
"MDG",2018,"2018",NA
"MDV",2000,"2000, 2006, 2011, 2014, 2022",NA
"MDV",2006,"2000, 2006, 2011, 2014, 2022",NA
"MDV",2011,"2000, 2006, 2011, 2014, 2022",NA
"MDV",2014,"2000, 2006, 2011, 2014, 2022",NA
"MDV",2022,"2000, 2006, 2011, 2014, 2022",NA
"MEX",2000,"2000, 2005, 2010, 2020",NA
"MEX",2005,"2000, 2005, 2010, 2020",NA
"MEX",2010,"2000, 2005, 2010, 2020","2010"
"MEX",2020,"2000, 2005, 2010, 2020",NA
"MHL",1999,"1999, 2011, 2021",NA
"MHL",2011,"1999, 2011, 2021",NA
"MHL",2021,"1999, 2011, 2021",NA
"MKD",2002,"2002, 2021",NA
"MKD",2021,"2002, 2021",NA
"MLI",1998,"1998, 2009, 2022",NA
"MLI",2009,"1998, 2009, 2022",NA
"MLI",2022,"1998, 2009, 2022",NA
"MLT",2005,"2005, 2011, 2021",NA
"MLT",2011,"2005, 2011, 2021",NA
"MLT",2021,"2005, 2011, 2021",NA
"MMR",2014,"2014",NA
"MNE",2003,"2003, 2011, 2023",NA
"MNE",2011,"2003, 2011, 2023",NA
"MNE",2023,"2003, 2011, 2023",NA
"MNG",1989,NA,"1989, 2000"
"MNG",2000,"2000, 2010, 2020","1989, 2000"
"MNG",2010,"2000, 2010, 2020",NA
"MNG",2020,"2000, 2010, 2020",NA
"MOZ",1997,"1997, 2007, 2017",NA
"MOZ",2007,"1997, 2007, 2017",NA
"MOZ",2017,"1997, 2007, 2017",NA
"MRT",2000,"2000, 2013",NA
"MRT",2013,"2000, 2013",NA
"MUS",2000,"2000, 2011, 2022",NA
"MUS",2011,"2000, 2011, 2022",NA
"MUS",2022,"2000, 2011, 2022",NA
"MWI",1998,"1998, 2008, 2018",NA
"MWI",2008,"1998, 2008, 2018",NA
"MWI",2018,"1998, 2008, 2018",NA
"MYS",2000,"2000, 2010, 2020",NA
"MYS",2010,"2000, 2010, 2020",NA
"MYS",2020,"2000, 2010, 2020",NA
"NAM",2001,"2001, 2011, 2023",NA
"NAM",2011,"2001, 2011, 2023",NA
"NAM",2023,"2001, 2011, 2023",NA
"NER",2001,"2001, 2012",NA
"NER",2012,"2001, 2012",NA
"NGA",2006,"2006",NA
"NIC",2005,"2005",NA
"NLD",2001,"2001, 2011, 2021",NA
"NLD",2011,"2001, 2011, 2021",NA
"NLD",2021,"2001, 2011, 2021",NA
"NOR",2001,"2001, 2011, 2021",NA
"NOR",2011,"2001, 2011, 2021",NA
"NOR",2021,"2001, 2011, 2021",NA
"NPL",1991,NA,"1991, 2001"
"NPL",2001,"2001, 2011, 2021","1991, 2001"
"NPL",2011,"2001, 2011, 2021",NA
"NPL",2021,"2001, 2011, 2021",NA
"NRU",2002,"2002, 2011, 2021",NA
"NRU",2011,"2002, 2011, 2021",NA
"NRU",2021,"2002, 2011, 2021",NA
"NZL",1996,"1996, 2001, 2006, 2013, 2018",NA
"NZL",2001,"1996, 2001, 2006, 2013, 2018",NA
"NZL",2006,"1996, 2001, 2006, 2013, 2018",NA
"NZL",2013,"1996, 2001, 2006, 2013, 2018",NA
"NZL",2018,"1996, 2001, 2006, 2013, 2018",NA
"OMN",2003,"2003, 2010, 2020",NA
"OMN",2010,"2003, 2010, 2020",NA
"OMN",2020,"2003, 2010, 2020",NA
"PAK",1998,"1998, 2017",NA
"PAK",2017,"1998, 2017",NA
"PAN",2000,"2000, 2010, 2023",NA
"PAN",2010,"2000, 2010, 2023",NA
"PAN",2023,"2000, 2010, 2023",NA
"PER",2005,"2005, 2007, 2017",NA
"PER",2007,"2005, 2007, 2017",NA
"PER",2017,"2005, 2007, 2017",NA
"PHL",2000,"2000, 2007, 2010, 2015, 2020, 2024",NA
"PHL",2007,"2000, 2007, 2010, 2015, 2020, 2024",NA
"PHL",2010,"2000, 2007, 2010, 2015, 2020, 2024",NA
"PHL",2015,"2000, 2007, 2010, 2015, 2020, 2024",NA
"PHL",2020,"2000, 2007, 2010, 2015, 2020, 2024",NA
"PHL",2024,"2000, 2007, 2010, 2015, 2020, 2024",NA
"PLW",2000,"2000, 2005, 2010, 2012, 2015",NA
"PLW",2005,"2000, 2005, 2010, 2012, 2015","2005"
"PLW",2010,"2000, 2005, 2010, 2012, 2015",NA
"PLW",2012,"2000, 2005, 2010, 2012, 2015",NA
"PLW",2015,"2000, 2005, 2010, 2012, 2015",NA
"PNG",2000,"2000, 2011",NA
"PNG",2011,"2000, 2011",NA
"POL",2002,"2002, 2011, 2021",NA
"POL",2011,"2002, 2011, 2021",NA
"POL",2021,"2002, 2011, 2021",NA
"PRT",2001,"2001, 2011, 2021",NA
"PRT",2011,"2001, 2011, 2021",NA
"PRT",2021,"2001, 2011, 2021",NA
"PRY",2002,"2002, 2012, 2022",NA
"PRY",2012,"2002, 2012, 2022",NA
"PRY",2022,"2002, 2012, 2022",NA
"PSE",1997,"1997, 2007, 2017",NA
"PSE",2007,"1997, 2007, 2017",NA
"PSE",2017,"1997, 2007, 2017",NA
"QAT",1997,"1997, 2004, 2010, 2015",NA
"QAT",2004,"1997, 2004, 2010, 2015",NA
"QAT",2010,"1997, 2004, 2010, 2015",NA
"QAT",2015,"1997, 2004, 2010, 2015",NA
"ROU",2002,"2002, 2011, 2022",NA
"ROU",2011,"2002, 2011, 2022",NA
"ROU",2022,"2002, 2011, 2022",NA
"RUS",2002,"2002, 2010, 2021",NA
"RUS",2010,"2002, 2010, 2021",NA
"RUS",2021,"2002, 2010, 2021",NA
"RWA",2002,"2002, 2012, 2022",NA
"RWA",2012,"2002, 2012, 2022",NA
"RWA",2022,"2002, 2012, 2022",NA
"SAU",2004,"2004, 2010, 2022",NA
"SAU",2010,"2004, 2010, 2022",NA
"SAU",2022,"2004, 2010, 2022",NA
"SDN",2008,"2008",NA
"SEN",2002,"2002, 2013, 2023",NA
"SEN",2013,"2002, 2013, 2023",NA
"SEN",2023,"2002, 2013, 2023",NA
"SGP",2000,"2000, 2010, 2020",NA
"SGP",2010,"2000, 2010, 2020",NA
"SGP",2020,"2000, 2010, 2020",NA
"SLB",1999,"1999, 2009, 2019",NA
"SLB",2009,"1999, 2009, 2019",NA
"SLB",2019,"1999, 2009, 2019",NA
"SLE",2004,"2004, 2015",NA
"SLE",2015,"2004, 2015",NA
"SLV",2007,"2007",NA
"SOM",-99,NA,NA
"SRB",2002,"2002, 2011",NA
"SRB",2011,"2002, 2011",NA
"SSD",2008,"2008",NA
"STP",2001,"2001, 2012",NA
"STP",2012,"2001, 2012",NA
"SUR",2004,"2004, 2012",NA
"SUR",2012,"2004, 2012",NA
"SVK",2001,"2001, 2011, 2021",NA
"SVK",2011,"2001, 2011, 2021",NA
"SVK",2021,"2001, 2011, 2021",NA
"SVN",2002,"2002, 2011, 2015, 2018, 2021, 2024",NA
"SVN",2011,"2002, 2011, 2015, 2018, 2021, 2024",NA
"SVN",2015,"2002, 2011, 2015, 2018, 2021, 2024",NA
"SVN",2018,"2002, 2011, 2015, 2018, 2021, 2024",NA
"SVN",2021,"2002, 2011, 2015, 2018, 2021, 2024",NA
"SVN",2024,"2002, 2011, 2015, 2018, 2021, 2024",NA
"SWE",2011,"2011, 2021",NA
"SWE",2021,"2011, 2021",NA
"SWZ",1997,"1997, 2007, 2017",NA
"SWZ",2007,"1997, 2007, 2017",NA
"SWZ",2017,"1997, 2007, 2017",NA
"SYC",1997,"1997, 2002, 2010, 2022",NA
"SYC",2002,"1997, 2002, 2010, 2022",NA
"SYC",2010,"1997, 2002, 2010, 2022",NA
"SYC",2022,"1997, 2002, 2010, 2022",NA
"SYR",2004,"2004",NA
"TCD",2009,"2009",NA
"TGO",2010,"2010, 2022",NA
"TGO",2022,"2010, 2022",NA
"THA",2000,"2000, 2010",NA
"THA",2010,"2000, 2010",NA
"TJK",2000,"2000, 2010, 2020",NA
"TJK",2010,"2000, 2010, 2020",NA
"TJK",2020,"2000, 2010, 2020",NA
"TKM",2012,"2012, 2022",NA
"TKM",2022,"2012, 2022",NA
"TLS",2004,"2004, 2010, 2015",NA
"TLS",2010,"2004, 2010, 2015",NA
"TLS",2015,"2004, 2010, 2015",NA
"TON",1996,"1996, 2006, 2016, 2021",NA
"TON",2006,"1996, 2006, 2016, 2021",NA
"TON",2016,"1996, 2006, 2016, 2021",NA
"TON",2021,"1996, 2006, 2016, 2021",NA
"TTO",2000,"2000, 2011",NA
"TTO",2011,"2000, 2011","2011"
"TUN",2004,"2004, 2014",NA
"TUN",2014,"2004, 2014",NA
"TUR",2000,"2000, 2011, 2021",NA
"TUR",2011,"2000, 2011, 2021",NA
"TUR",2021,"2000, 2011, 2021",NA
"TUV",2002,"2002, 2012, 2017, 2022",NA
"TUV",2012,"2002, 2012, 2017, 2022",NA
"TUV",2017,"2002, 2012, 2017, 2022",NA
"TUV",2022,"2002, 2012, 2017, 2022",NA
"TZA",2002,"2002, 2012, 2022",NA
"TZA",2012,"2002, 2012, 2022",NA
"TZA",2022,"2002, 2012, 2022",NA
"UGA",2002,"2002, 2014",NA
"UGA",2014,"2002, 2014",NA
"UKR",2001,"2001",NA
"URY",1996,"1996, 2004, 2011, 2023",NA
"URY",2004,"1996, 2004, 2011, 2023",NA
"URY",2011,"1996, 2004, 2011, 2023",NA
"URY",2023,"1996, 2004, 2011, 2023",NA
"USA",2000,"2000, 2010, 2020",NA
"USA",2010,"2000, 2010, 2020",NA
"USA",2020,"2000, 2010, 2020",NA
"UZB",-99,NA,NA
"VCT",2001,"2001, 2012, 2023",NA
"VCT",2012,"2001, 2012, 2023",NA
"VCT",2023,"2001, 2012, 2023",NA
"VEN",2001,"2001, 2011, 2021",NA
"VEN",2011,"2001, 2011, 2021",NA
"VEN",2021,"2001, 2011, 2021",NA
"VNM",1999,"1999, 2009, 2019",NA
"VNM",2009,"1999, 2009, 2019",NA
"VNM",2019,"1999, 2009, 2019",NA
"VUT",1999,"1999, 2009, 2016, 2020",NA
"VUT",2009,"1999, 2009, 2016, 2020",NA
"VUT",2016,"1999, 2009, 2016, 2020",NA
"VUT",2020,"1999, 2009, 2016, 2020",NA
"WSM",2001,"2001, 2006, 2011, 2016, 2021",NA
"WSM",2006,"2001, 2006, 2011, 2016, 2021",NA
"WSM",2011,"2001, 2006, 2011, 2016, 2021",NA
"WSM",2016,"2001, 2006, 2011, 2016, 2021",NA
"WSM",2021,"2001, 2006, 2011, 2016, 2021",NA
"XKX",2011,"2011",NA
"YEM",2004,"2004",NA
"ZAF",1996,"1996, 2001, 2011, 2022","1996"
"ZAF",2001,"1996, 2001, 2011, 2022",NA
"ZAF",2011,"1996, 2001, 2011, 2022",NA
"ZAF",2022,"1996, 2001, 2011, 2022",NA
"ZMB",2000,"2000, 2010, 2022",NA
"ZMB",2010,"2000, 2010, 2022",NA
"ZMB",2022,"2000, 2010, 2022",NA
"ZWE",2002,"2002, 2012, 2022",NA
"ZWE",2012,"2002, 2012, 2022",NA
"ZWE",2022,"2002, 2012, 2022",NA
NA,1998,NA,"1998"
NA,2010,NA,"2010"
