"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.13.CLMT","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"France","FRA",2023,100,92.26666666666665,91.23125,80.65,100,92.82958333333333,1,1,0.768,1,0.8578333333333333,0.9721666666666666,0.875,0.9335,1,0.934,1,0.292,1,1,1,1,1,1,1,1,1,0.8190000000000001,0.926,0.49,0.7190000000000001,0.883,0.768,1,1,0.7,0.84,1,0.75,0.857,0.833,1,1,1,1,1,1,0.75,1,0.867,1,1,1,1,1,1,0.67,1,1,0.292,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,67971311
"Estonia","EST",2023,100,96.86666666666666,85.40625,81.7,100,92.79458333333332,1,1,0.906,1,0.8483333333333334,0.9096666666666666,0.625,0.9335,1,0.934,1,0.33399999999999996,1,1,1,1,1,1,1,1,1,0.967,0.967,0.843,0.917,0.838,0.906,1,0.8,0.7,0.84,1,0.75,1,0.833,1,1,0.875,0.75,1,0.5,0.75,1,0.867,1,1,1,1,1,1,0.67,1,1,0.33399999999999996,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,1348840
"Austria","AUT",2023,100,89.53333333333333,92.75,80.95,100,92.64666666666668,1,1,0.6859999999999999,1,0.8983333333333333,0.9721666666666666,0.875,0.9335,1,0.934,1,0.304,1,1,1,1,1,1,1,1,1,0.871,0.905,0.5429999999999999,0.657,0.452,0.6859999999999999,1,1,0.8,0.84,1,0.75,1,0.833,1,1,1,1,1,1,0.75,1,0.867,1,1,1,1,1,1,0.67,1,1,0.304,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,9041851
"Germany","DEU",2023,100,94.86666666666666,85.8125,86.675,95,92.47083333333335,1,1,0.846,1,0.8245,0.9305,0.6665,0.9335,1,1,1,0.467,1,0.95,1,1,1,1,1,1,1,1,1,0.745,0.5479999999999999,0.936,0.846,1,0.8,0.7,0.84,1,0.75,0.857,0.833,1,1,1,0.75,1,0.5,0.833,1,0.867,1,1,1,1,1,1,1,1,1,0.467,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,83797985
"Hungary","HUN",2023,100,88.99999999999999,91.45625,80.65,100,92.22125000000001,1,1,0.67,1,0.8916666666666667,0.9305,0.9165,0.9335,1,0.934,1,0.292,1,1,1,1,1,1,1,1,1,1,0.919,0.5479999999999999,0.8859999999999999,0,0.67,1,1,0.8,0.8,1,0.75,1,0.833,1,1,1,0.75,1,1,0.833,1,0.867,1,1,1,1,1,1,0.67,1,1,0.292,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,9643048
"Mexico","MEX",2023,100,93.56666666666666,92.72500000000001,86.9,85,91.63833333333335,1,1,0.807,1,0.9283333333333333,1,0.6665,0.9665,1,0.934,1,0.542,1,0.85,1,1,1,1,1,1,1,0.933,0.883,0.7020000000000001,0.655,0.862,0.807,1,1,0.9,0.92,1,0.75,1,1,1,1,1,1,1,0.5,0.833,1,0.933,1,1,1,1,1,1,0.67,1,1,0.542,1,1,0.5,1,0.5,1,1,0.5,1,1,1,1,"Upper middle income","Latin America & Caribbean",1,127504125
"Lithuania","LTU",2023,90,91.16666666666666,94.3125,81.925,100,91.48083333333335,0.9,1,0.735,1,0.94,0.9721666666666666,0.875,0.9335,1,0.934,1,0.34299999999999997,1,1,1,1,1,1,0.5,1,1,1,1,0.812,0.7829999999999999,0.081,0.735,1,1,0.8,0.84,1,1,1,0.833,1,1,1,1,1,1,0.75,1,0.867,1,1,1,1,1,1,0.67,1,1,0.34299999999999997,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,2831639
"Korea, Rep.","KOR",2023,100,93.39999999999999,83.91250000000001,84.95,95,91.4525,1,1,0.802,1,0.8311666666666666,0.9346666666666666,0.625,0.7905,1,1,1,0.398,1,0.95,1,1,1,1,1,1,1,0.936,0.952,0.812,0.476,0.836,0.802,1,0.6,0.9,0.88,1,0.75,0.857,0.833,0.875,0.9,1,1,1,0.5,0.75,0.714,0.867,1,1,1,1,1,1,1,1,1,0.398,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","East Asia & Pacific",1,51628117
"Latvia","LVA",2023,100,97.06666666666666,84.61874999999999,75.45,100,91.42708333333334,1,1,0.912,1,0.8411666666666666,0.9096666666666666,0.5835,0.9335,1,0.934,1,0.084,1,1,1,1,1,1,1,1,1,0.967,1,0.852,0.852,0.888,0.912,1,0.8,0.8,0.84,1,0.75,0.857,0.833,0.875,1,1,0.75,1,0.5,0.667,1,0.867,1,1,1,1,1,1,0.67,1,1,0.084,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,1879383
"New Zealand","NZL",2023,100,92.66666666666666,85.48125,78.4,100,91.30958333333335,1,1,0.78,1,0.7866666666666666,0.9138333333333333,0.875,0.862,1,1,1,0.136,1,1,1,1,1,1,1,1,1,0.933,0.95,0.588,0.55,0.8759999999999999,0.78,1,0.6,0.8,0.88,0.833,0.75,0.857,0.833,1,0.9,0.75,1,1,1,0.75,0.857,0.867,1,1,1,1,1,1,1,1,1,0.136,1,1,1,1,1,1,1,1,1,1,1,1,"High income","East Asia & Pacific",1,5124100
"Czechia","CZE",2023,100,89.1,85.03125,86.075,95,91.04125,1,1,0.6729999999999999,1,0.8245,0.9096666666666666,0.6665,0.9335,1,0.934,1,0.509,1,0.95,1,1,1,1,1,1,1,0.933,0.95,0.45,0.5479999999999999,0.483,0.6729999999999999,1,0.8,0.7,0.84,1,0.75,0.857,0.833,1,1,0.875,0.75,1,0.5,0.833,1,0.867,1,1,1,1,1,1,0.67,1,1,0.509,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,10672118
"Japan","JPN",2023,100,90.3,85.36874999999999,84.05,95,90.94375000000001,1,1,0.7090000000000001,1,0.7628333333333334,0.9346666666666666,0.875,0.862,1,0.934,1,0.428,1,0.95,1,1,1,1,1,1,1,1,0.698,0.429,0.467,0.952,0.7090000000000001,1,0.6,0.8,0.88,0.833,0.75,0.714,0.833,1,0.9,0.875,1,1,1,0.75,0.857,0.867,1,1,1,1,1,1,0.67,1,1,0.428,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","East Asia & Pacific",1,125124989
"Australia","AUS",2023,90,94,85.68124999999999,84.65,100,90.86625,0.9,1,0.82,1,0.774,0.918,0.9165,0.862,1,1,1,0.386,1,1,1,1,1,1,0.5,1,1,0.952,0.695,0.581,0.919,0.952,0.82,1,0.6,0.7,0.88,1,0.75,0.714,0.833,1,0.8,0.875,1,1,1,0.833,0.857,0.867,1,1,1,1,1,1,1,1,1,0.386,1,1,1,1,1,1,1,1,1,1,1,1,"High income","East Asia & Pacific",1,26005540
"Greece","GRC",2023,100,88.23333333333332,83.46875,81.17500000000001,100,90.57541666666667,1,1,0.647,1,0.865,0.8513333333333333,0.6665,0.862,1,0.934,1,0.313,1,1,1,1,1,1,1,1,1,0.624,0.862,0.28600000000000003,0.5760000000000001,0.8859999999999999,0.647,1,0.8,0.8,0.84,1,0.75,1,0.833,1,0.9,0.875,0.5,1,0.5,0.833,0.857,0.867,1,1,1,1,1,1,0.67,1,1,0.313,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,10426919
"Belgium","BEL",2023,100,86.93333333333332,86.60624999999999,78.925,100,90.49291666666667,1,1,0.608,1,0.8595,0.9305,0.625,0.9335,1,0.934,1,0.223,1,1,1,1,1,1,1,1,1,0.9,0.76,0.626,0.467,0.28600000000000003,0.608,1,0.8,0.7,0.8,1,1,0.857,0.833,1,1,1,0.75,1,0.5,0.75,1,0.867,1,1,1,1,1,1,0.67,1,1,0.223,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,11685814
"Switzerland","CHE",2023,100,88.39999999999999,88.8875,84.175,90,90.2925,1,1,0.652,1,0.8678333333333333,0.9346666666666666,0.875,0.8285,1,1,1,0.3670000000000001,1,0.9,1,1,1,1,1,1,1,0.95,1,0.648,0.645,0.017,0.652,1,1,0.8,0.8,1,0.75,0.857,0.833,1,0.9,0.875,1,1,1,0.75,0.857,0.8,1,1,1,1,1,1,1,1,1,0.3670000000000001,1,1,1,1,1,1,1,1,1,0,1,1,"High income","Europe & Central Asia",1,8775760
"Slovak Republic","SVK",2023,90,94.46666666666665,84.25,80.125,100,89.76833333333335,0.9,1,0.8340000000000001,1,0.8245,0.8888333333333334,0.6665,0.9335,1,0.934,1,0.271,1,1,1,1,1,1,0.5,1,1,0.933,0.933,0.8,0.5710000000000001,0.933,0.8340000000000001,1,0.8,0.7,0.84,1,0.75,0.857,0.833,1,1,0.75,0.75,1,0.5,0.833,1,0.867,1,1,1,1,1,1,0.67,1,1,0.271,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5431752
"Ireland","IRL",2023,90,96.29999999999998,83.73125000000002,77.05000000000001,100,89.41625000000002,0.9,1,0.889,1,0.8411666666666666,0.8721666666666666,0.625,0.9335,1,0.934,1,0.14800000000000002,1,1,1,1,1,1,0.5,1,1,0.952,0.952,0.852,0.736,0.952,0.889,1,0.8,0.8,0.84,1,0.75,0.857,0.833,1,0.9,0.75,0.75,1,0.5,0.75,1,0.867,1,1,1,1,1,1,0.67,1,1,0.14800000000000002,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5127170
"Georgia","GEO",2023,100,92.49999999999999,84.5875,79.25,90,89.26750000000001,1,1,0.775,1,0.8255,0.9096666666666666,0.6665,0.895,1,0.866,1,0.304,1,0.9,1,1,1,1,1,1,1,0.833,0.919,0.638,0.645,0.84,0.775,1,1,0.7,0.92,0.833,0.5,1,0.833,0.875,1,0.75,1,1,0.5,0.833,0.857,0.933,1,1,1,1,1,1,0.33,1,1,0.304,1,1,1,1,1,1,1,0.5,0.5,1,1,1,"Upper middle income","Europe & Central Asia",1,3712502
"Luxembourg","LUX",2023,100,93.56666666666666,81.13749999999999,70,100,88.94083333333333,1,1,0.807,1,0.8066666666666666,0.8513333333333333,0.5835,0.9335,1,0.8,1,0,1,1,1,1,1,1,1,1,1,0.917,0.91,0.762,0.514,0.933,0.807,1,0.8,0.8,0.8,0.833,0.75,0.857,0.833,0.875,0.9,0.75,0.75,1,0.5,0.667,1,0.867,1,1,1,1,0.33,1,0.67,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,653103
"United Kingdom","GBR",2023,100,90.3,89.9625,74.25,90,88.9025,1,1,0.7090000000000001,1,0.8883333333333333,0.9555,0.875,0.7905,1,0.866,1,0.104,1,0.9,1,1,1,1,1,1,1,0.8859999999999999,0.6809999999999999,0.46,0.633,0.8859999999999999,0.7090000000000001,1,1,0.8,0.84,0.833,1,0.857,0.833,1,0.9,1,1,1,1,0.75,0.714,0.867,1,1,1,1,1,1,0.33,1,1,0.104,1,1,1,1,1,1,1,1,1,0,1,1,"High income","Europe & Central Asia",1,66971395
"Singapore","SGP",2023,100,100,69.66250000000001,94.175,80,88.76750000000001,1,1,1,1,0.5746666666666667,0.8513333333333333,0.5,0.7949999999999999,1,1,1,0.767,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4,0.3,0.76,0.667,0.75,0.571,0.833,0.75,0.9,0.625,1,1,0.5,0.5,0.857,0.733,1,1,1,1,1,1,1,1,1,0.767,1,1,1,1,0.5,1,1,0.5,1,0,1,1,"High income","East Asia & Pacific",1,5637022
"Romania","ROU",2023,100,94.19999999999999,83.8375,80.05,85,88.61750000000002,1,1,0.826,1,0.79,0.893,0.7915,0.8665,1,0.868,1,0.33399999999999996,1,0.85,1,1,1,1,1,1,1,0.967,0.967,0.867,0.8690000000000001,0.46,0.826,1,1,0.5,0.8,0.833,0.75,0.857,0.833,0.75,0.9,0.875,1,1,1,0.583,1,0.733,1,1,1,1,0.67,1,0.67,1,1,0.33399999999999996,1,1,1,1,0.5,0,1,1,1,1,1,1,"High income","Europe & Central Asia",1,19047009
"Costa Rica","CRI",2023,100,86.66666666666667,90.69375000000001,80.2,85,88.51208333333334,1,1,0.6,1,0.895,0.9791666666666666,0.6665,0.9665,1,0.934,1,0.27399999999999997,1,0.85,1,1,1,1,1,1,1,0.8190000000000001,0.731,0.35200000000000004,0.467,0.631,0.6,1,1,0.7,0.92,1,0.75,1,1,1,1,0.875,1,1,0.5,0.833,1,0.933,1,1,1,1,1,1,0.67,1,1,0.27399999999999997,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,"Upper middle income","Latin America & Caribbean",1,5180829
"Bulgaria","BGR",2023,100,91.33333333333333,80.51875000000001,79.9,90,88.35041666666669,1,1,0.74,1,0.7245,0.856,0.8335,0.8665,1,0.934,1,0.262,1,0.9,1,1,1,1,1,1,1,0.867,0.919,0.7140000000000001,0.762,0.436,0.74,1,1,0.5,0.8,0.833,0.5,0.714,0.611,0.75,0.9,0.875,1,1,1,0.667,1,0.733,1,1,1,1,1,1,0.67,1,1,0.262,1,1,1,1,1,1,1,1,1,1,0,1,"Upper middle income","Europe & Central Asia",1,6465097
"Cyprus","CYP",2023,100,90.56666666666666,79.29375,75.15,95,88.00208333333333,1,1,0.7170000000000001,1,0.7006666666666667,0.8721666666666666,0.7915,0.8335,1,0.934,1,0.07200000000000001,1,0.95,1,1,1,1,1,1,1,0.7759999999999999,0.748,0.483,0.645,0.933,0.7170000000000001,1,1,0.5,0.8,0.833,0.5,0.571,0.833,0.75,0.9,0.75,1,1,1,0.583,1,0.667,1,1,1,1,1,1,0.67,1,1,0.07200000000000001,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,1251488
"Israel","ISR",2023,100,90.93333333333334,70.89375,77.625,100,87.89041666666668,1,1,0.728,1,0.6813333333333333,0.8596666666666667,0.2915,0.757,1,1,1,0.105,1,1,1,1,1,1,1,1,1,1,0.936,0.564,0.664,0.476,0.728,1,0.6,0.7,0.8,0.667,0.75,0.571,0.833,0.875,0.7,1,0.75,1,0,0.583,0.714,0.8,1,1,1,1,1,1,1,1,1,0.105,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Middle East & North Africa",1,9557500
"Colombia","COL",2023,100,85.19999999999999,88.18750000000001,77.97500000000001,85,87.27250000000001,1,1,0.556,1,0.8883333333333333,0.9666666666666667,0.6665,0.8235,1,0.866,1,0.253,1,0.85,1,1,1,1,1,1,1,0.933,0.512,0.198,0.7020000000000001,0.433,0.556,1,1,0.7,0.88,1,0.75,1,1,1,0.8,1,1,1,0.5,0.833,0.714,0.933,1,1,1,1,1,1,0.33,1,1,0.253,1,1,0.5,1,1,1,1,1,0,1,1,1,"Upper middle income","Latin America & Caribbean",1,51874024
"Croatia","HRV",2023,100,87.36666666666666,75.925,76.82500000000002,95,87.02333333333334,1,1,0.621,1,0.715,0.8513333333333333,0.5415,0.8335,1,0.934,1,0.139,1,0.95,1,1,1,1,1,1,1,0.75,0.967,0.474,0.6859999999999999,0.229,0.621,1,0.8,0.5,0.8,0.833,0.5,0.857,0.833,0.75,0.9,0.875,0.75,1,0.5,0.583,1,0.667,1,1,1,1,1,1,0.67,1,1,0.139,1,1,1,1,1,1,1,1,0.5,1,1,1,"High income","Europe & Central Asia",1,3855600
"Chile","CHL",2023,100,85.56666666666666,78.86875,74.65,95,86.81708333333333,1,1,0.5670000000000001,1,0.78,0.8875,0.5835,0.7235,1,0.6,1,0.386,1,0.95,1,1,1,1,1,1,1,0.733,0.805,0.3,0.5,0.495,0.5670000000000001,1,0.8,0.6,0.84,0.833,0.75,0.857,1,0.875,0.7,0.75,1,1,0.5,0.667,0.714,0.733,1,1,1,1,0,1,0,1,1,0.386,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Latin America & Caribbean",1,19603733
"Turkiye","TUR",2023,90,86.79999999999998,90.66875,65.91666666666667,100,86.67708333333334,0.9,1,0.604,1,0.8028333333333333,1,0.9165,0.9285,0.6666666666666666,0.866,1,0.104,1,1,1,1,1,1,0.5,1,1,0.933,0.212,0.483,0.602,0.7879999999999999,0.604,1,1,0.6,0.92,0.833,0.75,0.714,1,1,1,1,1,1,1,0.833,0.857,1,1,0,1,1,0.33,1,1,1,1,0.104,1,1,1,1,1,1,1,1,1,1,1,1,"Upper middle income","Europe & Central Asia",1,84979913
"Moldova","MDA",2023,100,95.39999999999999,76.97500000000001,67.98333333333333,90,86.07166666666669,1,1,0.862,1,0.7683333333333333,0.8471666666666666,0.4165,0.895,0.8333333333333334,0.666,1,0.22,1,0.9,1,1,1,1,1,1,1,0.91,0.967,0.688,0.779,0.967,0.862,1,0.8,0.7,0.92,0.833,0.5,0.857,0.833,0.875,1,0.875,0.5,1,0,0.833,0.857,0.933,1,0.5,1,1,0,1,0.33,1,1,0.22,1,1,1,1,1,1,1,0.5,0.5,1,1,1,"Upper middle income","Europe & Central Asia",1,2538894
"Saudi Arabia","SAU",2023,90,88.36666666666666,75.225,79.075,95,85.53333333333333,0.9,1,0.6509999999999999,1,0.6535,0.893,0.5835,0.7949999999999999,1,0.934,1,0.229,1,0.95,1,1,1,1,0.5,1,1,0.9,1,0.355,0.5,0.5,0.6509999999999999,1,0.6,0.6,0.84,0.667,0.5,0.714,0.833,0.75,0.9,0.875,1,1,0.5,0.667,0.857,0.733,1,1,1,0.67,1,1,1,1,1,0.229,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Middle East & North Africa",1,36408820
